STATE,YEAR,ozone,no2,pm25
AL,2000,42.78037588378816,16.8662662682785,16.883714479922414
AL,2001,40.259290693910046,15.333638169342365,13.86472052748374
AL,2002,39.40370238832525,12.184326511895453,13.725559891037395
AL,2003,38.88691312735721,11.301918026030751,13.85567631061518
AL,2004,38.3531350275574,12.52825511355234,13.670881258011692
AL,2005,40.391547792336645,12.140389622666952,14.813664573131453
AL,2006,42.05269454336528,11.501213716165797,13.895369051898186
AL,2007,41.955336840768965,9.988088890530774,13.753539849906094
AL,2008,39.24629571117816,11.056300517291684,11.610798856141278
AL,2009,36.76415052672869,8.804404934609042,11.610798856141278
AL,2010,40.52800435740435,10.224850232037326,11.57733994664585
AL,2011,40.27546380463929,12.117551495630602,11.102992645590229
AL,2012,40.07677459576621,11.855998708272775,10.02993830868498
AL,2013,37.258943518117945,8.559289142924381,8.997407260271755
AL,2014,37.67307783160427,10.507101528590416,9.382145654178531
AL,2015,37.33138330614504,10.247519333012216,8.804739479391024
AL,2016,39.09839906604012,9.747791521115024,8.518221018033504
AR,2000,41.7976531041222,15.001143954910107,13.370421580214773
AR,2001,40.82654494725176,13.236442449882338,12.15419839662352
AR,2002,39.534203096075096,12.809551189684385,11.613237920189494
AR,2003,40.09623840987647,14.011980247663136,11.533869549405926
AR,2004,38.6815131196499,13.396589896284402,11.276884459389263
AR,2005,42.22106028169675,12.739373197176151,13.21039412040366
AR,2006,42.56660007805538,10.45696197043891,11.176770195186624
AR,2007,40.4341213381768,8.661292197013587,11.95058129297545
AR,2008,38.91545336417175,9.809081454649064,10.34012924563986
AR,2009,37.77677086705776,8.609111795461324,10.34012924563986
AR,2010,41.0226991405806,11.224597242184128,11.071588237847958
AR,2011,40.656375473712615,12.4124469782328,10.726136465689056
AR,2012,41.74878388673784,12.43232806630874,9.478579690684596
AR,2013,39.08994256085356,9.597790981576912,8.849479433015805
AR,2014,37.69457060932691,10.511400752604892,8.71148116488682
AR,2015,38.36291923254537,9.194618021164898,8.085110262562122
AR,2016,38.36810191496597,7.718351825772188,7.8460795995491965
AZ,2000,47.215444042846805,36.9192712503973,7.509018281302104
AZ,2001,46.79669508732222,31.94549935362777,7.152821287857751
AZ,2002,47.572540332276304,30.196672353303388,7.516474093814982
AZ,2003,47.40436347303032,27.695414566113744,6.85462681999433
AZ,2004,46.33861324940023,28.38684998078256,6.212806775329684
AZ,2005,45.64399106000484,28.970127767771054,6.100170007792872
AZ,2006,46.86847544291533,26.553282060709023,6.294864913497924
AZ,2007,46.35774054970834,25.915683862679582,7.195495350703005
AZ,2008,46.94605014031892,28.87180467793599,6.90657621458563
AZ,2009,46.28242426173865,24.94586055846018,6.90657621458563
AZ,2010,46.15948559065596,22.667708718186557,5.477260232914143
AZ,2011,47.01431044427939,22.28197453648185,6.427510366274023
AZ,2012,47.41410997248241,23.824969166329577,6.6844142396907165
AZ,2013,47.17101222391744,20.77586713818075,5.587834267215776
AZ,2014,46.79536268451422,23.65676082758447,5.630977450925614
AZ,2015,46.47509407820312,19.984061950553528,4.891893780589854
AZ,2016,47.09667874998398,17.189737043123177,4.862919602671691
CA,2000,39.56034972959301,32.137187460120195,12.883729528598897
CA,2001,40.24282585123835,31.13855486643563,13.109038728068326
CA,2002,41.73744861352877,30.75773188925486,13.293547276950369
CA,2003,41.51798652425008,29.099115163484157,12.047767682342494
CA,2004,41.47880166257763,26.36389508618416,11.546528539391346
CA,2005,39.84095934178713,25.2350664329084,10.393462912855725
CA,2006,41.34900228218917,24.10022578291337,10.37228930278956
CA,2007,40.58312516759881,23.39397235085427,10.369258769058796
CA,2008,42.14253512967448,24.390082019472903,10.7311425769792
CA,2009,40.75332245528026,22.110902240996527,10.7311425769792
CA,2010,39.57699814284107,20.64801161388331,8.273792290422094
CA,2011,40.27000591281606,20.2299727682628,8.738496027499636
CA,2012,41.28554264263752,19.055935632428533,8.476697169968418
CA,2013,40.8720349762634,19.15336458681996,8.9632012451048
CA,2014,41.84625369197741,18.99742424649693,8.447974010433908
CA,2015,42.55494992275807,17.927894643981894,8.24087997788243
CA,2016,42.32675163289519,13.671397496808083,7.134388427615405
CO,2000,43.84176370818568,23.793184098566023,6.160519015579055
CO,2001,43.48472440394333,31.775321270153945,6.476449566753317
CO,2002,44.69816800158105,41.735452998769325,6.4960903549202
CO,2003,45.09693540003722,40.87864658055639,6.343398128863328
CO,2004,43.01809882089274,33.43419507851004,5.678545415248841
CO,2005,44.5758031574534,30.763429446222684,5.902481605135948
CO,2006,46.28500853119477,33.919864327336725,5.862609845887574
CO,2007,44.7621704566779,25.870835076280457,6.362397347427445
CO,2008,45.72308804546353,22.010078356253405,5.478788213303611
CO,2009,44.17779539334451,20.004762934667767,5.478788213303611
CO,2010,45.17850760865099,21.114470173765355,5.177632839218645
CO,2011,47.37771631951596,18.45379119560756,5.121322988419359
CO,2012,47.073967546587646,21.46476232319997,5.509933620940599
CO,2013,46.07588228611064,23.443660994121387,5.344607530909212
CO,2014,44.98154783433715,24.56919382049976,5.023636541252704
CO,2015,45.25653683743821,22.400457132081705,5.074738613525295
CO,2016,46.09216394656319,17.62522099173852,4.526675942551072
CT,2000,36.16289108477618,26.60342016738322,11.159048146898764
CT,2001,39.50486634209571,30.02552642975427,12.237002344162589
CT,2002,39.73021377696659,29.721095026574915,11.290181386024306
CT,2003,37.94529089967603,29.29353979200544,11.883622854641697
CT,2004,36.22444686501877,23.693372324011094,10.285468759977618
CT,2005,38.49566033040141,24.741560216341448,11.205561271936508
CT,2006,37.29365045200007,22.675524273499068,10.036357483271138
CT,2007,38.40414830817246,20.63422177573468,10.238629105303904
CT,2008,37.421836599784726,19.21078230263316,9.008689855662787
CT,2009,36.57237829883207,17.63843172975752,9.008689855662787
CT,2010,39.47088435614529,17.62249603207053,7.531813808112029
CT,2011,38.37526932471902,21.236531307289205,8.46938361416649
CT,2012,38.88694481925246,18.23590250549121,7.1921032866531975
CT,2013,40.23763146866282,18.34205445526901,7.709809234044413
CT,2014,39.524795136973175,18.21115691156478,7.089808681961736
CT,2015,40.15109333203973,21.541247648271515,7.375023709614805
CT,2016,39.60903348536145,18.73767842289408,6.044902876967888
DC,2000,37.1244930308476,33.610478766719105,15.698372146215045
DC,2001,41.02625384290978,41.69383866420131,16.540884845337768
DC,2002,41.21843876467238,35.50263041054276,15.459171881020072
DC,2003,36.59442400071436,45.02296533860962,14.571517213216104
DC,2004,37.5424621248177,39.2083014658424,14.552060899370447
DC,2005,38.366424688856384,37.1931224157668,14.384263526622815
DC,2006,38.93279096462378,29.44766452748522,13.341579070663148
DC,2007,40.92672563218334,32.71842668636758,12.511429186842632
DC,2008,38.97908272276164,32.68659823264701,12.006596656246886
DC,2009,37.321550264524895,29.80447530625169,12.006596656246886
DC,2010,43.1346559457773,31.575304637251072,10.942414700492062
DC,2011,40.47061275219412,32.44862841020287,10.16956535707314
DC,2012,40.5511206870703,26.718963580990568,9.753517566513372
DC,2013,39.85432649802057,23.826339278352464,9.2981404795132
DC,2014,40.157386171514254,27.398748743652583,8.418589986677883
DC,2015,40.5309502281036,18.886939130402432,8.00417422136268
DC,2016,40.1945772243468,15.630685622782726,7.6550746365957085
DE,2000,38.39172901928024,29.99695663221877,14.828981425546807
DE,2001,40.112246159688944,29.864830229736803,15.997269856729504
DE,2002,40.86008142898718,27.424648023066798,14.280799012418258
DE,2003,38.84738908798136,27.420718653955618,13.931513049874123
DE,2004,38.546758715919175,24.31253848570877,13.97076441287448
DE,2005,39.40544250791288,26.38124941395602,14.162958354595562
DE,2006,39.815538047490094,24.195193988248462,13.47712584226426
DE,2007,40.24530033055278,21.65141918489682,13.107457220476643
DE,2008,40.02407983774489,22.41807706069485,12.212697337934143
DE,2009,38.20511468298271,19.87248538938457,12.212697337934143
DE,2010,42.575419726051365,19.43278471544523,10.607044146061432
DE,2011,40.60076427937226,20.44368003799564,10.49041506211458
DE,2012,40.42618390193606,18.06630210669196,9.57838626008474
DE,2013,40.15007156936233,14.482703492747149,9.051054900613604
DE,2014,40.42447366243432,14.320546554942824,9.03036532195832
DE,2015,40.72979360231456,18.98984521545312,8.64466811932234
DE,2016,40.3322523834622,16.33467322478921,7.1400338197182025
FL,2000,41.08491546710581,23.71046076590109,11.181058760512531
FL,2001,38.1759902579993,21.911109352656183,9.899918710720437
FL,2002,36.91268436368895,19.8592345193634,9.0734574590216
FL,2003,36.54266641223455,18.39180572324253,9.133385555770642
FL,2004,38.77955115005779,18.5792054036473,9.762386245816568
FL,2005,38.41549697386352,17.239519048232435,9.613618944653275
FL,2006,40.54609329405367,17.481679697806687,9.08824820916812
FL,2007,39.24461615076086,14.074073732498388,8.942028734749478
FL,2008,37.2495063111414,13.950693374993635,7.742633113307329
FL,2009,37.50752175513188,12.91735134404643,7.742633113307329
FL,2010,38.55113309262858,13.591579578650652,7.901493327730414
FL,2011,37.99016085790024,13.234008969537722,8.746338006105882
FL,2012,36.52393401959002,12.511483248948274,7.085838267538152
FL,2013,35.709180884273174,10.823399227376862,6.199482148690313
FL,2014,36.62811654457328,12.358711930248976,6.566592041267183
FL,2015,35.05990855554842,11.769270459660389,6.612142314513869
FL,2016,36.71269153042512,12.719225349515876,7.343071557421173
GA,2000,43.80463717200136,21.321137074958298,15.908975796385992
GA,2001,41.93179886338088,19.692935455554665,14.286393435252045
GA,2002,40.63643056240703,17.083898886762228,13.366514012215578
GA,2003,39.5703226127205,16.13565031661818,13.420869215444588
GA,2004,40.19092691789145,16.623751272667175,13.882014190210786
GA,2005,41.34984193722502,16.22349477190934,13.78514924699692
GA,2006,42.72210413892648,15.543887919782645,13.206723854966546
GA,2007,43.3241947820247,14.426560402846622,13.413752789023778
GA,2008,41.04415849813475,14.707861508805133,11.443326656923553
GA,2009,38.11403087731278,11.151492514612308,11.443326656923553
GA,2010,41.16853336099408,13.874213498394266,11.407889708778518
GA,2011,41.5834628307376,16.25344705468711,11.291376009649778
GA,2012,40.069475232361455,14.89402256412072,9.850775132728842
GA,2013,37.419123456057285,11.6773503719115,8.87562725341499
GA,2014,38.45915336565647,11.462028230008444,9.454849281926812
GA,2015,37.802510462283806,12.778986600787483,8.52966986883189
GA,2016,40.0196573326501,11.892047170924243,8.697793490211593
IA,2000,36.82689266051062,15.583924285035392,10.764176683557858
IA,2001,36.6267275904786,16.427817998049555,10.217814419787
IA,2002,37.14603827296558,13.911752058869425,10.503371860461169
IA,2003,37.36095865165147,16.573307598384677,10.860402185600256
IA,2004,35.311157684981254,11.23436599228325,9.804670301199936
IA,2005,37.798162631063576,13.59226504265176,11.213746598186107
IA,2006,37.09119133955671,13.95098936331929,9.35788102062387
IA,2007,37.57726068087655,9.609076007586555,11.164839375936172
IA,2008,36.62628495935902,12.163141995260352,9.838274995418844
IA,2009,36.26787097990268,11.54033407550848,9.838274995418844
IA,2010,38.17457616429096,13.593739217823035,10.249204313828086
IA,2011,38.10103790059882,10.53386650990456,9.449956766270686
IA,2012,39.45760857119194,12.634745586209425,8.673400393266137
IA,2013,38.3022404083133,12.54663083646084,8.71605635879855
IA,2014,37.107671866343445,13.150734199187497,8.449712324198508
IA,2015,37.86221408688178,10.880989204887346,8.027201277241446
IA,2016,36.45209167568044,9.643261613876213,7.035306041663636
ID,2000,42.1171512465382,22.49685614832383,5.783655825167199
ID,2001,42.290803406364326,23.30481214059076,5.22947336913343
ID,2002,43.272632127464334,23.412402939872223,5.367686997168907
ID,2003,43.13263188997002,19.806007090846293,5.318997529672059
ID,2004,41.854018907668696,16.81651635620063,5.601390704063188
ID,2005,41.71767137067341,17.113165224666606,5.409681492170283
ID,2006,43.351144018417095,13.773421034336089,5.845374176313151
ID,2007,42.78960848431282,10.922240828920446,5.371438086383217
ID,2008,42.499607505960775,16.214756229146072,4.992116768180393
ID,2009,41.8478593161049,14.348550326536346,4.992116768180393
ID,2010,41.25625133806664,11.82812664481568,5.0516704399319865
ID,2011,42.16708482570543,9.20212902262316,5.433043183862398
ID,2012,42.56274942486792,12.046119413007265,7.223010437089174
ID,2013,41.27329423814543,11.537581349506588,5.691528929821271
ID,2014,41.183323307682336,12.878654406592863,4.940616743296635
ID,2015,42.38069049089307,13.909174125326333,6.044720576348004
ID,2016,41.2180442125002,9.551553154448111,4.09784058086159
IL,2000,36.726064438688944,25.14125574992501,14.889484789588494
IL,2001,37.65659014035166,26.050094439282223,14.35828871460838
IL,2002,37.82807145069749,23.44222969251349,13.933941725035623
IL,2003,37.37500030836772,26.27950478365529,13.81057223356757
IL,2004,35.54006614180056,20.50891832005176,12.799980373668706
IL,2005,38.52758903700628,22.547018407951427,14.332981628602814
IL,2006,36.67396476152799,21.08356787794313,12.319615198188394
IL,2007,38.497969476795824,18.672553895897646,13.494510541197336
IL,2008,36.49172185928048,19.89079819502232,11.364113942419372
IL,2009,35.71984169716368,17.610709165586155,11.364113942419372
IL,2010,38.39835487433111,20.074441339231832,11.519503733545006
IL,2011,38.32212285916685,17.584334241294403,10.647168556486385
IL,2012,39.20371188914983,20.086099716342865,9.70275947887131
IL,2013,37.36683969379625,18.408264676091,9.77500573367318
IL,2014,37.102405421086125,19.208891103718017,10.38976447776331
IL,2015,37.90725965838915,17.018783395152013,9.205565830497882
IL,2016,37.57490844744583,15.304243865859776,7.730158532894461
IN,2000,38.339772941803226,23.460582093672716,15.692621436498154
IN,2001,39.35028727737736,23.146323314518884,15.210496293079151
IN,2002,39.730108090143,21.81822666270195,15.049406102618596
IN,2003,38.52922861591009,22.885342743085552,14.773691419359116
IN,2004,36.65284423858476,16.58704659789054,13.62743814215967
IN,2005,39.24789699633079,19.62558088612471,15.255353429312937
IN,2006,37.64648316188058,16.141687004349286,12.955360599532392
IN,2007,40.08116843291119,14.101572316725065,14.00553723031416
IN,2008,37.87867630228325,14.912243849676816,11.895892390271843
IN,2009,36.11600789832645,14.534625210225547,11.895892390271843
IN,2010,38.96861402380399,17.579520139285197,12.606466786823503
IN,2011,38.16885764365499,15.2114437068888,11.670558310343068
IN,2012,39.41752199164933,17.352509101217198,10.42305292642364
IN,2013,37.465768457004906,15.398795243895426,10.464366201320706
IN,2014,37.12813705923312,15.94108547930719,10.887212223369747
IN,2015,37.69029488672433,15.277166984942149,9.626232291079193
IN,2016,37.81999942688911,13.887823781455817,7.875276824190695
KS,2000,42.28137524962308,15.423904803304756,10.587272005673206
KS,2001,41.82301178311368,15.119546658880232,9.67308376037677
KS,2002,39.88040150791777,15.779712249172034,9.69995860066935
KS,2003,40.32811184532654,17.225093541884586,10.18887030913909
KS,2004,38.5766510183017,16.611043741465398,9.08938509998572
KS,2005,41.35196191897853,18.08025279476509,10.417977827400446
KS,2006,42.76039029213586,16.72284581050102,8.599382520346136
KS,2007,39.937845656579725,13.418458136553085,10.04691042423505
KS,2008,39.104930973882425,12.083575696837196,8.810985937209114
KS,2009,39.19956052258024,12.805793001248004,8.810985937209114
KS,2010,41.0321894227353,13.65207309359913,8.687884269174974
KS,2011,43.39401283475986,12.782660511187554,8.758403226737467
KS,2012,43.60531436674521,14.245678570665346,8.170944561374947
KS,2013,40.79418953971609,13.929812530252256,8.072151270560873
KS,2014,39.95415740410289,13.549778593435132,8.017118350801777
KS,2015,40.20542960748468,11.807877095348726,7.046767610653411
KS,2016,40.06772191413804,10.223520204758604,6.132895815348716
KY,2000,41.575244590663246,17.55114874420673,15.091863313638006
KY,2001,42.15887923413034,18.092013053805523,14.547340787544588
KY,2002,41.13823827728245,18.34245006722594,14.518745482343393
KY,2003,39.52170418164071,16.868838052748224,13.472192012083555
KY,2004,38.4048151144943,18.043257857969756,12.405140850291072
KY,2005,40.904186982270296,15.788522355405863,13.791809329301342
KY,2006,40.505170533894486,13.636378912533916,12.29825724486668
KY,2007,43.205681775511,12.718165801496133,13.722447188004434
KY,2008,40.859701874177055,13.154993098504445,11.005782908407978
KY,2009,37.94413488555377,10.170721961007496,11.005782908407978
KY,2010,42.13755703949435,10.585053099500012,11.349166395306138
KY,2011,40.77112896426759,11.485807048276078,10.2260478491189
KY,2012,41.43105925606864,12.874764573716044,9.63390611680453
KY,2013,38.53099608608833,10.139458802830834,8.753305734591393
KY,2014,38.82401892536338,11.774989647119543,9.2431606038085
KY,2015,39.25420460132348,9.693496429669953,8.567749819558214
KY,2016,39.78839523269037,8.28400858052043,7.358118688894087
LA,2000,42.05374129831271,19.94819551836952,12.9133076977196
LA,2001,39.85923364121963,19.585957379556167,11.592488780129072
LA,2002,38.20622513440059,16.025944823559964,10.81965417178922
LA,2003,39.86414932821038,16.54095408467037,11.630435232046375
LA,2004,38.68068509059455,16.522560435419628,11.298951745398012
LA,2005,42.0773021942758,16.42796727880015,12.654360286064756
LA,2006,42.46543516500794,14.785097685168935,11.948213978613992
LA,2007,39.24271231888217,12.841324432427514,10.91457938405946
LA,2008,38.60187598596222,14.046453991859163,9.892818074023122
LA,2009,38.21473899297179,12.483873280997305,9.892818074023122
LA,2010,40.673854157187904,13.624326826308508,10.106366026099094
LA,2011,41.730681863002815,14.691917642611664,9.831600522270216
LA,2012,40.36246488517885,12.572538375442956,9.076055250928166
LA,2013,38.0727799157915,11.58742618857318,8.176868419732934
LA,2014,37.13240046682612,12.036393207329944,8.116911322839282
LA,2015,37.549691376957725,11.376494809877292,8.584595628857768
LA,2016,37.9084128563451,11.63082279677568,8.695786435379764
MA,2000,33.65979808099198,24.43759364130492,9.854945895486049
MA,2001,37.10975701841876,24.75433402550033,11.175634194891916
MA,2002,37.83443699335255,24.231809495548536,10.293030108348583
MA,2003,36.70202560185837,24.46442594033974,9.88452686058286
MA,2004,35.59354727163857,21.32244332218999,9.274307997504332
MA,2005,36.92533510028184,20.729607256278832,9.99837502717041
MA,2006,35.7946177331658,19.234737135626723,8.970086196784857
MA,2007,36.5786265575448,18.77211269373127,9.158567557433996
MA,2008,36.5400012313416,19.15551711134084,8.382433213582603
MA,2009,36.51730517726019,17.422557429275553,8.382433213582603
MA,2010,38.860019379466536,16.68585507219027,7.277326139452625
MA,2011,38.05058534492531,20.44494748753632,7.713228088577329
MA,2012,38.06612759471736,17.55122414734523,6.885617240331144
MA,2013,39.50303585154826,16.8999691720928,7.132539216792206
MA,2014,38.45030967309248,17.068836996969814,6.192922560394506
MA,2015,38.95074731307327,18.635098722728426,5.924873622198675
MA,2016,38.50021608855093,15.362939353040696,5.44192044437844
MD,2000,37.910892853483816,27.774418621309085,14.277243459121124
MD,2001,40.67732066963645,27.13098845278078,14.744317046337992
MD,2002,41.33681107440365,27.29563865244371,13.648196353270476
MD,2003,37.706641035332986,28.366562584441017,13.426515007588696
MD,2004,38.28831297741222,25.089376625357087,13.952035178994054
MD,2005,38.97108310677251,25.1614338733869,13.720597446823382
MD,2006,39.65564556608842,21.66559070986032,12.249914516609936
MD,2007,40.54641189913609,20.481444561710347,12.47586297177039
MD,2008,39.06437036443354,20.49225212932096,11.101459827323543
MD,2009,37.84693551002077,19.169239159839403,11.101459827323543
MD,2010,42.73708407368419,20.30552401061433,10.45133487642422
MD,2011,40.85250109905947,21.617860074568032,10.236016910840911
MD,2012,40.67914156200977,19.628682903574838,9.424076652237437
MD,2013,40.401694617612215,16.52006262683047,8.458373476315604
MD,2014,40.58009937222605,16.601737126086693,8.79885800058901
MD,2015,40.86986790244724,18.66319557022039,8.809547301416377
MD,2016,40.45111865173669,17.5370411477865,7.246283776797472
ME,2000,34.322541931692086,11.151192279472887,6.438808835311785
ME,2001,36.96911175028191,10.42387177792077,7.48354553705799
ME,2002,36.6206039644546,13.234058787946308,7.718473416165344
ME,2003,36.48482030921679,10.686945345831967,7.061036834562997
ME,2004,34.55880674095867,8.853742039107772,6.152703149635659
ME,2005,34.786771514333736,6.401125876839718,6.75285607055395
ME,2006,34.102547523498764,6.973014500970259,6.599529135763818
ME,2007,35.44183793543165,6.323339103868166,6.056358900280009
ME,2008,35.16118837329403,8.792072880297686,5.700811853228976
ME,2009,34.08748817595132,8.076638661272808,5.700811853228976
ME,2010,35.57994942959802,8.205267327281456,4.838935207117703
ME,2011,35.938667012627,10.352424608805258,5.272609374160872
ME,2012,36.010255951979765,11.40364536519297,4.880084337192165
ME,2013,36.89530840217219,7.943894719028915,5.162362993073422
ME,2014,35.796159074583244,8.678188810078797,4.90551405137977
ME,2015,37.06845346802357,15.689351831845247,5.056299099419274
ME,2016,35.384722067401135,9.803727604641054,4.541436350005921
MI,2000,36.08913516827722,23.916800642642716,11.680363937442468
MI,2001,37.85523894402409,21.973532553232108,12.517253710399158
MI,2002,38.22339596745622,20.00227987224959,11.936800335183168
MI,2003,38.08491692005749,21.983276367462757,12.256859303847904
MI,2004,36.065708701736845,17.675493626209274,10.954472709498749
MI,2005,38.62517520583288,19.42848134038101,12.285978653987955
MI,2006,36.31878696059866,17.230801468880745,10.696901562020209
MI,2007,38.37480392873196,15.235310445073798,10.478410967274474
MI,2008,37.55487424342983,15.164017039094867,9.53564628315086
MI,2009,35.69977800815141,15.28375543542277,9.53564628315086
MI,2010,38.28071326965255,14.44397561936691,8.660729214038206
MI,2011,37.66805227732516,14.906790215285888,8.491592839351801
MI,2012,38.65630370121452,15.238835726425966,8.242526692916748
MI,2013,37.84141350416917,14.562283467152287,8.007637804058342
MI,2014,37.322369214800375,14.213599054214862,8.791379566151878
MI,2015,38.61964772083327,14.853383268056376,8.353435479563517
MI,2016,38.54336333941079,14.798096937258135,7.175332767549651
MN,2000,36.2655891359632,19.991320639035266,9.412772312294226
MN,2001,37.04286227550061,18.190836278383223,9.242405416148872
MN,2002,36.7804194081781,14.730602149746652,8.888204831635727
MN,2003,37.83262276067239,15.00037332130643,9.587980554018683
MN,2004,34.560607982207586,10.874511338717626,8.511730617217651
MN,2005,36.85452543246026,12.214111643332997,9.572221905026904
MN,2006,36.82966456714436,12.755764305586764,8.637265310169225
MN,2007,36.59785891320298,10.920138371292934,9.273731190884655
MN,2008,36.186283388762696,12.21995956990206,8.939280646447994
MN,2009,35.57122644944482,11.070230949147234,8.939280646447994
MN,2010,37.39553324159507,11.34259459491678,8.300964963952826
MN,2011,37.001458045304304,12.20268450182636,7.7475093062420175
MN,2012,37.16281458498762,11.715580605559396,6.716745445781675
MN,2013,36.93864511129724,13.80512330645086,6.241231011725718
MN,2014,35.47729797527113,13.643319905594971,6.444450365330487
MN,2015,36.85920760492963,12.164051269316843,6.139249727110875
MN,2016,35.6107703728909,10.87228202808132,5.601505181635709
MO,2000,40.35109404167181,17.58505208980823,12.88015795519455
MO,2001,40.02581332372096,16.00508949827064,11.92540101828854
MO,2002,39.54200403898604,15.195878978856982,12.365011109063117
MO,2003,39.596425673969485,16.070481077238018,12.20536140149254
MO,2004,37.62916906136574,14.119016983654646,11.092353997320783
MO,2005,40.671542745567535,15.372308638714031,13.05961161614648
MO,2006,40.83003421991385,14.347534574358551,10.906302970535906
MO,2007,40.5561224717636,10.99918645790488,12.163535277683785
MO,2008,38.13620382924488,12.03277168713263,10.43092063377159
MO,2009,37.51726205215078,11.261915944476188,10.43092063377159
MO,2010,39.77616086159368,12.318297524905937,10.050700201601536
MO,2011,40.61791128715465,11.534691561520749,9.908938419867471
MO,2012,41.55735649294764,14.485504780977168,8.785320436628178
MO,2013,38.8198344739242,12.065193313913287,8.837710170549023
MO,2014,38.07955235285939,13.283976001472476,8.911062997069347
MO,2015,37.96265199331192,11.11143797498616,7.992147422627475
MO,2016,38.10805639825024,9.483214113610066,7.128667751912029
MS,2000,43.26353937239536,16.47905816972334,14.228139898144876
MS,2001,41.16613148364991,14.005928001672643,12.025373105866514
MS,2002,39.28825248148089,11.593000826293752,11.699410389556292
MS,2003,40.11840586381286,11.570890519167104,12.26300522138843
MS,2004,38.550274296859484,11.516741581508082,12.00121352867773
MS,2005,41.64345433025503,11.343886729054542,13.278938495286695
MS,2006,42.7263931101436,10.18683571934583,12.09306791857597
MS,2007,40.45581051876709,8.950465579904181,12.036096815203804
MS,2008,38.838121086538926,10.474441039832875,10.783691416101584
MS,2009,37.428179013384685,8.690899982698888,10.783691416101584
MS,2010,40.39017034058512,9.99597954573926,10.988369383861144
MS,2011,41.15345971712806,11.636853955520342,10.967120869309982
MS,2012,40.72694585652518,10.991541103501048,9.849981514064424
MS,2013,37.8397595420259,8.024133659860874,8.27342764476129
MS,2014,37.13485749280897,8.858821988054764,8.732167821304392
MS,2015,37.34229557965869,9.9250011729606,8.701352738976201
MS,2016,38.296599939415046,8.4373299294836,8.47481220189504
MT,2000,40.78236487574161,15.183870704204235,5.703404215362491
MT,2001,40.890003513677286,12.89868329458951,4.7748383469822056
MT,2002,41.123524463625245,11.046780340199936,4.490477960698497
MT,2003,42.18472939610664,11.260963236673913,5.791267325021644
MT,2004,40.381163341102166,8.899934760709256,4.721417050506415
MT,2005,40.74048695945072,8.55526838127904,4.431044109841083
MT,2006,42.20400243249737,8.032851947796859,5.282488691091943
