,State,Year,Petroleum
2114,MS,2008,28.75065487569078
2115,MO,2008,46.98063825605923
2116,MT,2008,13.77280444274836
2117,NE,2008,15.23615073019219
2118,NV,2008,17.95213727061173
2119,NH,2008,10.97757589854861
2120,NJ,2008,85.40200856144062
2121,NM,2008,16.45157165095489
2122,NY,2008,104.5096222736436
2123,NC,2008,60.14214247810083
2124,ND,2008,9.537959520140475
2125,OH,2008,84.5709765632815
2126,OK,2008,37.42175023291463
2127,OR,2008,24.210855294736
2128,PA,2008,94.00956801179599
2129,RI,2008,5.823004959443706
2130,SC,2008,35.26628638079352
2131,SD,2008,7.421087416496201
2132,TN,2008,48.64449461712702
2133,TX,2008,279.985182570985
2134,UT,2008,19.5304192651777
2135,VT,2008,5.473911755547452
2136,VA,2008,60.93732207996174
2137,WA,2008,54.04879864064451
2138,WV,2008,15.39171141528773
2139,WI,2008,37.66061700693047
2140,WY,2008,11.92242559354504
2145,AL,2009,35.26288230615511
2146,,2009,18.25175791636042
2147,AZ,2009,34.42446758842759
2148,AR,2009,23.35500693078122
2149,CA,2009,240.2538202123058
2150,CO,2009,32.03049531782339
2151,CT,2009,23.50143638616655
2152,DE,2009,5.981133904537336
2153,DC,2009,1.32560807999129
2154,FL,2009,111.951637916928
2155,GA,2009,69.08949162392955
2156,,2009,17.04270249494071
2157,ID,2009,9.806008614561712
2158,IL,2009,79.54791911498981
2159,IN,2009,52.44437873995982
2160,IA,2009,26.5501613497154
2161,KS,2009,23.98636176825366
2162,KY,2009,45.48170950814722
2163,LA,2009,101.7674793176948
2164,ME,2009,14.32894652413057
2165,MD,2009,35.16930097986207
2166,MA,2009,40.02137623378066
2167,MI,2009,55.08209304932014
2168,MN,2009,39.61855728410637
2169,MS,2009,27.68659306272361
2170,MO,2009,44.98340414556206
2171,MT,2009,12.62738076968722
2172,NE,2009,14.88475916412506
2173,NV,2009,16.46568627714189
2174,NH,2009,10.66453891430812
2175,NJ,2009,72.04162719281712
2176,NM,2009,15.57927550709903
2177,NY,2009,97.47481094956643
2178,NC,2009,54.99053854101068
2179,ND,2009,8.639380568439973
2180,OH,2009,78.5108814788746
2181,OK,2009,35.01578446644895
2182,OR,2009,24.24148949785536
2183,PA,2009,84.65518886974716
2184,RI,2009,6.222503194667551
2185,SC,2009,36.26661119285667
2186,SD,2009,7.679976204182413
2187,TN,2009,44.73921138193293
2188,TX,2009,266.2454153372421
2189,UT,2009,18.49899171685927
2190,VT,2009,5.735172992290726
2191,VA,2009,56.66923004664849
2192,WA,2009,52.07518870707831
2193,WV,2009,13.10637093537935
2194,WI,2009,35.21312981209879
2195,WY,2009,11.24189194195395
2200,AL,2010,35.450830242321
2201,,2010,18.51628521171783
2202,AZ,2010,37.94720621756947
2203,AR,2010,23.64145505320105
2204,CA,2010,229.5694083511135
2205,CO,2010,32.67100796958207
2206,CT,2010,22.9299590705975
2207,DE,2010,7.229002297207367
2208,DC,2010,1.425640384767256
2209,FL,2010,122.093734539648
2210,GA,2010,73.43327193949547
2211,,2010,18.63987515341462
2212,ID,2010,10.98391351123573
2213,IL,2010,80.21766281604987
2214,IN,2010,50.4099381540377
2215,IA,2010,26.91199602081866
2216,KS,2010,23.62720039937541
2217,KY,2010,44.13244431007364
2218,LA,2010,102.3029649968842
2219,ME,2010,13.29853203417145
2220,MD,2010,34.49339500816037
2221,MA,2010,41.1249692183401
2222,MI,2010,56.18349541375115
2223,MN,2010,39.43040680811133
2224,MS,2010,26.15613108469309
2225,MO,2010,45.51344905406935
2226,MT,2010,11.71179458266697
2227,NE,2010,16.87840225487097
2228,NV,2010,19.53724025470558
2229,NH,2010,10.20903550450004
2230,NJ,2010,63.15292363511669
2231,NM,2010,15.50834363381137
2232,NY,2010,104.2386161488122
2233,NC,2010,59.44609490199287
2234,ND,2010,10.11403323952714
2235,OH,2010,75.63349121656574
2236,OK,2010,36.31496916830677
2237,OR,2010,23.77267157669277
2238,PA,2010,83.71195495750968
2239,RI,2010,5.935593739393633
2240,SC,2010,35.3627107033874
2241,SD,2010,7.565349087811593
2242,TN,2010,46.30446123416878
2243,TX,2010,273.7014270358625
2244,UT,2010,17.95991215483902
2245,VT,2010,5.431996820374232
2246,VA,2010,58.64109679278951
2247,WA,2010,48.78456470043415
2248,WV,2010,13.37067440590661
2249,WI,2010,35.528323888597
2250,WY,2010,11.4051155643357
2255,AL,2011,35.53880164801865
2256,,2011,18.1138895696637
2257,AZ,2011,38.2222511524971
2258,AR,2011,23.10846468232924
2259,CA,2011,222.4282537388535
2260,CO,2011,32.10547299428158
2261,CT,2011,21.98084345178372
2262,DE,2011,7.863040699836575
2263,DC,2011,1.313394155647652
2264,FL,2011,114.2160452199155
2265,GA,2011,71.4657402000887
2266,,2011,18.94561090431854
2267,ID,2011,10.81185010233633
2268,IL,2011,79.42750838619857
2269,IN,2011,49.90919106562676
2270,IA,2011,26.98689827224094
2271,KS,2011,22.73800688610311
2272,KY,2011,42.81733315616573
2273,LA,2011,102.9936916670329
2274,ME,2011,13.23721783874513
2275,MD,2011,33.33031070673893
2276,MA,2011,40.13189274609429
2277,MI,2011,55.20733085540459
2278,MN,2011,39.04777780514164
2279,MS,2011,25.29198418531756
2280,MO,2011,43.43014499928766
2281,MT,2011,12.05576085897876
2282,NE,2011,16.16450832462331
2283,NV,2011,18.3561500906652
2284,NH,2011,10.17203392724132
2285,NJ,2011,64.41030524361258
2286,NM,2011,15.94235033684295
2287,NY,2011,97.31163194448658
2288,NC,2011,56.67574125117156
2289,ND,2011,12.61831489486504
2290,OH,2011,74.19309862697868
2291,OK,2011,35.44320542952558
2292,OR,2011,23.00766237282737
2293,PA,2011,81.89938576536404
2294,RI,2011,5.582994961350787
2295,SC,2011,33.87536383179841
2296,SD,2011,7.707170884473091
2297,TN,2011,45.59627818476893
2298,TX,2011,275.2478410532844
2299,UT,2011,19.28488733039274
2300,VT,2011,5.357676347020938
2301,VA,2011,54.93847677768505
2302,WA,2011,49.16918215273379
2303,WV,2011,12.96315650223705
2304,WI,2011,34.57073104267774
2305,WY,2011,11.48198117288947
2310,AL,2012,35.04109228982822
2311,,2012,16.84568867531494
2312,AZ,2012,37.33454926558958
2313,AR,2012,22.15911961345684
2314,CA,2012,216.0683904435232
2315,CO,2012,31.80453393810471
2316,CT,2012,20.90807279814701
2317,DE,2012,7.451369061558664
2318,DC,2012,1.083233665621467
2319,FL,2012,109.5280783879441
2320,GA,2012,67.20858514892495
2321,,2012,18.56261988080377
2322,ID,2012,10.55220913846314
2323,IL,2012,76.81340251409448
2324,IN,2012,48.0090424220835
2325,IA,2012,25.55031607309213
2326,KS,2012,22.76518268652736
2327,KY,2012,41.63358396656614
2328,LA,2012,92.75292354041093
2329,ME,2012,11.82983035531081
2330,MD,2012,32.54254377185288
2331,MA,2012,37.43064437748824
2332,MI,2012,53.92476077983785
2333,MN,2012,39.3518386111267
2334,MS,2012,25.99302507680704
2335,MO,2012,42.05941403829068
2336,MT,2012,11.79298463036989
2337,NE,2012,16.19775609581389
2338,NV,2012,17.97221849619818
2339,NH,2012,9.446877764090996
2340,NJ,2012,61.0621826629418
2341,NM,2012,16.00395295452587
2342,NY,2012,94.2261034436187
2343,NC,2012,54.12294166683746
2344,ND,2012,13.8787906661242
2345,OH,2012,72.43766200398848
2346,OK,2012,36.29206886533122
2347,OR,2012,22.4606374416458
2348,PA,2012,79.34117124443729
2349,RI,2012,5.282817375355544
2350,SC,2012,32.84215229292855
2351,SD,2012,7.793853225727398
2352,TN,2012,43.9602101032243
2353,TX,2012,277.9346050074827
2354,UT,2012,18.68613428816731
2355,VT,2012,5.019845587863301
2356,VA,2012,55.15675542963216
2357,WA,2012,49.55630480896413
2358,WV,2012,12.65168445252043
2359,WI,2012,33.72729566276703
2360,WY,2012,11.78460790632553
2365,AL,2013,33.94048977567459
2366,,2013,15.58985043590347
2367,AZ,2013,37.86867744958579
2368,AR,2013,22.21658552211338
2369,CA,2013,216.4721314643426
2370,CO,2013,32.10672481601297
2371,CT,2013,21.25495096065667
2372,DE,2013,7.02994725984211
2373,DC,2013,1.035058272778239
2374,FL,2013,112.9515350033504
2375,GA,2013,68.89038737157126
2376,,2013,18.53437788349972
2377,ID,2013,10.8718203491786
2378,IL,2013,79.50257404035017
2379,IN,2013,50.85068473506645
2380,IA,2013,26.57952861052738
2381,KS,2013,23.57541077995452
2382,KY,2013,40.10449450567719
2383,LA,2013,89.95804907818103
2384,ME,2013,12.79154308648662
2385,MD,2013,33.23328069842542
2386,MA,2013,39.51320761859249
2387,MI,2013,57.64724665593514
2388,MN,2013,40.25761217863603
2389,MS,2013,25.3784112658474
2390,MO,2013,42.13471329886993
2391,MT,2013,11.95743826387561
2392,NE,2013,16.17470361886699
2393,NV,2013,18.6133723482152
2394,NH,2013,9.913702299991007
2395,NJ,2013,60.33474315159003
2396,NM,2013,16.09073229919676
2397,NY,2013,93.01245141086274
2398,NC,2013,55.6911313007189
2399,ND,2013,15.20080783684644
2400,OH,2013,73.45754769774771
2401,OK,2013,35.34679920625618
2402,OR,2013,22.49111692059291
2403,PA,2013,81.1954095680967
2404,RI,2013,5.413937630366168
2405,SC,2013,33.29404728555325
2406,SD,2013,7.715436327274706
2407,TN,2013,44.271413197563
2408,TX,2013,290.7016626532911
2409,UT,2013,19.01198728987927
2410,VT,2013,5.215846355725244
2411,VA,2013,55.36950715812702
2412,WA,2013,49.47889618730694
2413,WV,2013,12.77667993924818
2414,WI,2013,34.13258045151856
2415,WY,2013,11.20525328421402
2420,AL,2014,33.81836453917613
2421,,2014,15.32772612750358
2422,AZ,2014,37.85064104700141
2423,AR,2014,22.2823490114655
2424,CA,2014,215.8946031938944
2425,CO,2014,33.16815351397522
2426,CT,2014,21.3431245766091
2427,DE,2014,7.200438315530911
2428,DC,2014,1.137876531288986
2429,FL,2014,114.2255664852617
2430,GA,2014,67.1294483107345
2431,,2014,17.78506478646103
2432,ID,2014,11.24273308096547
2433,IL,2014,81.11369868145478
2434,IN,2014,52.00774224488973
2435,IA,2014,27.41114173146257
2436,KS,2014,24.98667782775947
2437,KY,2014,39.53761774397675
2438,LA,2014,86.89741689419449
2439,ME,2014,12.98879627767685
2440,MD,2014,33.50416275960615
2441,MA,2014,39.27167886326794
2442,MI,2014,58.94970156169649
2443,MN,2014,40.43502938850138
2444,MS,2014,25.64390011438924
2445,MO,2014,43.0982084427274
2446,MT,2014,11.65232421438243
2447,NE,2014,16.41905329328
2448,NV,2014,19.15623516849424
2449,NH,2014,10.64042292577088
2450,NJ,2014,59.40503735477306
2451,NM,2014,16.70596866146205
2452,NY,2014,96.47946864331126
2453,NC,2014,57.12844226543901
2454,ND,2014,16.30088083354038
2455,OH,2014,73.7521145838543
2456,OK,2014,37.64697403287454
2457,OR,2014,22.7126458947141
2458,PA,2014,82.69584155148237
2459,RI,2014,5.713390555003127
2460,SC,2014,33.21376966005704
2461,SD,2014,7.883931448330296
2462,TN,2014,45.36413326582896
2463,TX,2014,300.0673314477648
2464,UT,2014,19.26083640226524
2465,VT,2014,5.319816834503955
2466,VA,2014,57.94885684586501
2467,WA,2014,48.38533143407013
2468,WV,2014,12.65737882872152
2469,WI,2014,36.33370242735689
2470,WY,2014,11.906615051047
2475,AL,2015,35.44009825474059
2476,,2015,16.09632056490089
2477,AZ,2015,38.82287981461457
2478,AR,2015,21.87145042056634
2479,CA,2015,224.2510564669676
2480,CO,2015,33.06351697681234
2481,CT,2015,21.95865549371059
2482,DE,2015,7.595618032422593
2483,DC,2015,1.172946557193726
2484,FL,2015,120.1031324199234
2485,GA,2015,70.58859092266333
2486,,2015,18.1363259067162
2487,ID,2015,11.99746738343489
2488,IL,2015,84.51866942496808
2489,IN,2015,53.22875097411956
2490,IA,2015,26.85458932638265
2491,KS,2015,23.8664401350598
2492,KY,2015,40.84798490968218
2493,LA,2015,87.11381733646473
2494,ME,2015,13.61318687473101
2495,MD,2015,34.45098859823047
2496,MA,2015,40.348496106822
2497,MI,2015,59.88717900222024
2498,MN,2015,40.01163885183945
2499,MS,2015,26.33087038345073
2500,MO,2015,44.00357111663024
2501,MT,2015,11.43983730095832
2502,NE,2015,16.44821655011713
2503,NV,2015,18.51956899742378
2504,NH,2015,10.5051453483746
2505,NJ,2015,60.37067852238495
2506,NM,2015,16.56138842081315
2507,NY,2015,96.73427364944246
2508,NC,2015,58.96370994961644
2509,ND,2015,13.45565256924656
2510,OH,2015,74.91063754842432
2511,OK,2015,36.46792529532036
2512,OR,2015,22.47757094553484
2513,PA,2015,80.9941043577813
2514,RI,2015,5.717966479562559
2515,SC,2015,35.5141017751436
2516,SD,2015,7.961172404037093
2517,TN,2015,46.4957701596624
2518,TX,2015,306.2521618625434
2519,UT,2015,19.37901569397413
2520,VT,2015,5.483708270065044
2521,VA,2015,57.88358800095499
2522,WA,2015,52.41123163457596
2523,WV,2015,12.27129852331773
2524,WI,2015,35.93295518437942
2525,WY,2015,11.03490193263026
2530,AL,2016,37.57919742177706
2531,,2016,14.91729557548263
2532,AZ,2016,40.17634154124051
2533,AR,2016,22.09304135102415
2534,CA,2016,233.2250575269942
2535,CO,2016,33.28883719181648
2536,CT,2016,20.45522596617804
2537,DE,2016,7.704190769319359
2538,DC,2016,1.158983452028782
2539,FL,2016,123.5219326094153
2540,GA,2016,68.23264414587928
2541,,2016,18.09101186380741
2542,ID,2016,12.35351291958796
2543,IL,2016,85.14370183919651
2544,IN,2016,51.06335711061432
2545,IA,2016,27.52181199166404
2546,KS,2016,24.12418540225662
2547,KY,2016,41.89617786001723
2548,LA,2016,87.56919920465242
2549,ME,2016,13.10422002553851
2550,MD,2016,32.75823238981356
2551,MA,2016,38.95299537084679
2552,MI,2016,60.95493179587069
2553,MN,2016,41.84193738953386
2554,MS,2016,27.04083750242214
2555,MO,2016,43.55099482072996
2556,MT,2016,11.61715714624444
2557,NE,2016,16.44011746426007
2558,NV,2016,20.32258322003632
2559,NH,2016,10.17244272818542
2560,NJ,2016,62.07942477723732
2561,NM,2016,16.53868624666699
2562,NY,2016,96.80673136981522
2563,NC,2016,60.08290848985217
2564,ND,2016,11.51028180210519
2565,OH,2016,74.90193729482512
2566,OK,2016,36.63406808515757
2567,OR,2016,22.7291215952038
2568,PA,2016,77.53586935990165
2569,RI,2016,4.927733289317303
2570,SC,2016,36.22616010489862
2571,SD,2016,7.864711543939172
2572,TN,2016,47.56588364063178
2573,TX,2016,315.6093191005748
2574,UT,2016,20.03715071829477
2575,VT,2016,5.26336982195788
2576,VA,2016,58.82669963943731
2577,WA,2016,57.31322347402389
2578,WV,2016,12.96478155891188
2579,WI,2016,35.30606130461305
2580,WY,2016,10.75923308105641
